,log,date,year
4046,"During a concert at the Fenway Center on Saturday night, a visiting performer left her purse backstage. The next morning, she found her cellphone missing from the purse.",2011-12-05 15:30:00,2011
4047,"A student was walking on Dartmouth Street when she was approached by four teens, two male and two female, who attempted to steal her cellphone. A passerby assisted her and the teens ran off without the phone. The student returned to Northeastern and contacted NUPD, who reported the incident to BPD. Several hours later, the student identified one of the assailants in a mug shot. BPD is investigating the assault.",2011-12-05 17:00:00,2011
4048,"A student was in Starbucks in afterHOURS with a large group of people from 4 to 5:30 p.m. When he went to leave, his backpack and laptop were missing from the floor next to the table.",2011-12-05 20:00:00,2011
4049,Officers saw two men smoking marijuana on a bench on Symphony Road. Both were  Berklee College of Music students. The officers confiscated the marijuana and NUPD notified Berklee.,2011-12-05 22:00:00,2011
4050,"A student in Stetson West woke up and found his iPad missing from where he left it on his desk at 1 a.m. He found his Husky Card in the hall outside his room. His roommate was in the room with a guest the previous night, and detectives are interviewing both students.",2011-12-05 22:30:00,2011
4051,A student’s laptop was stolen from the Curry Student Center food court where she left it unattended for a few minutes to get napkins.,2011-12-06 14:30:00,2011
4052,A student was sitting on steps of Light Hall talking on his cell phone when he was approached by two young males who shoved him and attempted to steal the phone. He resisted and the assailants ran off without the phone. The student called NUPD immediately and gave a detailed description of the pair. They were spotted a few blocks away and arrested. The boys were 15-and-16-year-old Boston residents.,2011-12-06 15:15:00,2011
4053,"A student’s backpack, containing mostly clothes, was stolen from the back of his chair in the Curry Student Center food court.",2011-12-06 16:00:00,2011
4054,A student locked his bike with a cable lock at 8 p.m. in the INV bike rack. When he returned both the bike and lock were missing.,2011-12-06 22:00:00,2011
4055,2:45 a.m. – Entry of the Week,2011-12-07 22:00:00,2011
4056,The proctor in West Village E reported that a 22-year-old female student entered the building and walked into a wall. NUPD arrived and found the student was severely impaired after taking prescription medication which was harmful when mixed with alcohol. She was taken to Beth Israel Deaconess Medical Center and reported to OSCCR.,2011-12-07 22:00:00,2011
4057,A student reported her car was broken into while it was parked in the North Lot outside of Stetson East and her GPS device was stolen. The security officer assigned to the parking lot last checked the lot at 7:30 p.m. and said the window was not broken then.,2011-11-15 20:30:00,2011
4058,"A student reported he left his backpack, containing his laptop, in the International Village (INV) dining hall at about 7 p.m. the previous night. At 11:30 p.m. he remembered he left it there, but the dining hall was closed. When he went back in the morning, he learned it was not found by food service employees or turned in to the Northeastern University Division of Public Safety (NUPD) lost and found.",2011-11-16 11:00:00,2011
4059,"A student reported he was playing basketball at the Marino Center between 7:30 and 8 p.m. He left his cell phone unattended at the side of the basketball court. When he finished playing, it was gone.",2011-11-16 20:15:00,2011
4060,A manager at Wollastons in the Marino Center caught a high school student shoplifting fruit snacks. The teen was issued a trespass warning and his school was notified.,2011-11-17 08:35:00,2011
4061,"A staff member reported that the previous day, her cell phone was left unattended in her office during the afternoon and she couldn’t find it the next morning. The staff member was unsure if she lost it somewhere else or if it was stolen from her office.",2011-11-17 13:00:00,2011
4062,A detective was in Stetson West to interview an 18-year-old student about a previous incident involving the sale of alcohol to minors. That student admitted to being the middleman in illegal alcohol sales to other underage people. The NUPD detective confiscated vodka from his room. He was reported to the Office of Student Conduct and Conflict Resolution (OSCCR). NUPD’s investigation is ongoing.,2011-11-17 13:15:00,2011
4063,Officers confiscated rum and a fake ID from a student in Stetson West. The student admitted that he bought alcohol for a fee with the ID for other underage students. He will be summonsed to court and was reported to OSCCR.,2011-11-17 13:30:00,2011
4064,"An NUPD officer on Huntington Avenue was approached by a distraught man bleeding from recent injuries who reported he was assaulted at an apartment at 614 Columbus Ave. The man said his friend was still in the apartment and he feared for his safety. NUPD and Boston Police Department (BPD) officers responded and heard a commotion coming from the apartment, forced the door open and found several people inside. There was a gun on a counter and another person who had some scalp wounds from a fight.  Officers determined from interviews that a 20-year-old Northeastern student who lives in the apartment arranged to sell a significant  amount of marijuana to a person he met the day before, to whom he had sold a small amount of marijuana. That person came over to the apartment the next night, allegedly to buy a very large amount of marijuana with friends. The buyers pulled out a gun and attempted to rob the student rather than pay him for the marijuana and a struggle ensued. BPD arrested two people for armed home invasion, assault with a gun and attempted robbery. They also arrested the student for selling drugs. His partner in the sale, a Wentworth Institute of Technology student, was also arrested.",2011-11-17 17:15:00,2011
4065,"A student reported that between 6:30 and 7:15 p.m. that evening, while eating dinner at Panera Bread on Huntington Avenue, two wallets were taken from her purse which was on the floor behind her chair.",2011-11-17 20:30:00,2011
4066,A student reported he left his laptop in a classroom on the second floor of Dodge Hall. His professor found it after class and the laptop was returned to him.,2011-11-18 14:00:00,2011
4067,"A student reported that while she was having dinner at Qdoba on Huntington Avenue between 7:30 and 8:30 p.m., her wallet was in her bag, which was hanging off the back of the chair. When she got home she discovered her wallet was missing. It contained more than $200 in cash and credit cards that had already been used.",2011-11-18 22:00:00,2011
4068,An NUPD officer on Gainsborough Street saw a man drinking from an open container of alcohol. The officer confiscated the container from the 20-year-old Wentworth student. His school has been notified.,2011-11-19 23:30:00,2011
4069,"A student reported that around 11 p.m. Saturday she was walking on Huntington Avenue near the Prudential Center with her clutch wallet in her hand. A man ran by and shoved her, grabbed the wallet out of her hand and ran. The wallet contained several credit cards and about $400 in cash.",2011-11-20 00:15:00,2011
4070,An officer saw a 19-year-old student urinating on Columbus Avenue near Cunard Street. He was reported to OSCCR.,2011-11-20 01:30:00,2011
4071,NUPD officers were called to Smith Hall where they found an 18-year-old student vomiting in the hallway from intoxication. He was taken to a hospital by an ambulance and was reported to OSCCR.,2011-11-20 02:45:00,2011
4072,"A student reported she left her iPod on the main floor of the Curry Student Center for about an hour between 2 and 3 p.m. When she went back for it, it was gone.",2011-11-20 15:30:00,2011
4073,"A student reported she couldn’t find her wallet and wasn’t sure where she lost it. She thought it might have been two nights before at Symphony Market, where she may have left it on the counter. It contained credit cards, her license and unused gift cards.",2011-11-20 15:45:00,2011
4074,"Library staff reported an argument involving some pushing and shoving between a man, who appeared to be about 25, and a student. The argument was over who had the right to use a computer in InfoCommons. The man claimed he was using it, and the woman said she had approached the empty chair, logged him off and then the argument ensued. The man tried to rip the cords out of the computer she was now using, shoved her, and when she went to report the incident the man left. NUPD has not located the man but officers believe he was a visitor in the library.",2011-11-20 16:30:00,2011
4075,"An NUPD detective went to 614 Columbus Ave. to deliver a letter from OSCCR to the student who was arrested the previous week, informing him of a change in his student status. When officers knocked on the door, they encountered the student, his 19-year-old girlfriend and another 19-year-old, both of whom are students, smoking marijuana. The girlfriend was also in the apartment during the robbery. All three students were referred to OSCCR.",2011-11-21 15:30:00,2011
4076,"The security officer stationed at the Camden/Gainsborough footbridge reported a man approaching pedestrians and being disorderly. Officers responded and found the man, 47-year-old Eric French, who is homeless, and discovered he was wanted on a warrant for public drinking. He was arrested on the Boston District Court warrant.",2011-11-21 23:15:00,2011
4077,"A student reported that between 4 and 5 p.m. Nov. 17 while at Panera on Huntington Avenue, her bag containing her laptop was taken from the back of her chair. She previously reported the incident to BPD.",2011-11-22 13:30:00,2011
4078,A proctor at Davenport Commons B reported an intoxicated man in the lobby. He was identified as a 21-year-old Bentley University student. Officers arranged for a friend to come pick him up and take him home.,2011-11-23 03:00:00,2011
4079,"A person not affiliated with the university reported that while she was eating at Au Bon Pain on Huntington Avenue, she hung her purse over the back of her chair, and it was not there when she finished eating. It contained her cell phone, credit cards and a couple hundred dollars in cash.",2011-11-25 15:30:00,2011
4080,A graduate student went to pick up his wallet from NUPD’s lost and found and reported that he was robbed on Huntington Avenue by the Prudential Center the previous night. He reported the incident to BPD as well.,2011-11-26 15:30:00,2011
4081,"A female student returning to her room at 780 Columbus Ave. entered her apartment with her parents and luggage and discovered a man inside. He identified himself as the resident assistant (RA) but had no authorization to be there. Her father escorted the 25-year-old RA to the lobby to wait for NUPD officers. After learning he used the ResLife master key to go into her apartment without authorization, he was arrested for burglary. Nothing was missing. He has been removed as an RA and reported to OSCCR.",2011-11-26 21:00:00,2011
4082,"Four 19-year-old residents of Willis Hall called to report they discovered some property missing from their apartment when they returned from the Thanksgiving break. An iPhone Dock, two Xboxes, a PlayStation, multiple games, an iPad, speakers and a calculator were gone. There was no forced entry into the apartment and NUPD detectives are investigating the theft.",2011-11-27 16:30:00,2011
4083,"The manager at Dunkin’ Donuts in Shillman Hall reported when they opened for business Monday morning, they discovered some cash missing from the store which was closed for the long weekend. NUPD are in possession of video surveillance that is providing good into the theft.",2011-11-28 10:45:00,2011
4084,"A female graduate student reported she left her laptop out of her sight while working in a lab in the Mugar Life Sciences Building that morning for about an hour, and when she went to look for it, it was missing.",2011-11-28 11:30:00,2011
4085,"A student reported he locked his bike outside of Stetson West with a cable lock around 1 p.m. Nov. 23. When he returned Monday afternoon, both the bike and cable were gone.",2011-11-28 14:45:00,2011
4086,"A student reported he locked his bike with a cable outside the library at about 5:30 p.m., and by 6:30 p.m. both the lock and bike were gone.",2011-11-28 18:45:00,2011
4087,"An NUPD detective went to White Hall to speak with an 18-year-old student about a previous incident involving drugs, and the detective also confiscated drug paraphernalia and some alcohol. He will be reported to OSCCR.",2011-11-29 13:30:00,2011
4088,"Two students went to Downtown Crossing to meet a man one of them recently met. When they met up with him, he asked to use one of the students’ phones, and when she handed him the phone, he ran away with it. They do not know the identity of the man.",2011-11-29 18:00:00,2011
4089,"At least two different students called NUPD within moments of each other that both reported they were walking through Krentzman Quad near Ell Hall. They passed by three college-aged males who were asking to borrow their cell phones. Both students said no and immediately called the police. Officers responded and stopped three 20-year-old men who have no university affiliation. All three have criminal records; they were identified, and issued formal permanent all-campus trespass warnings. They will be subject to arrest if they set foot on campus again. They all live within walking distance of campus.",2011-11-29 19:00:00,2011
4090,The manager of Wollaston’s in the Marino Center stopped a high school student who was shoplifting. Northeastern University Division of Public Safety (NUPD) officers escorted the student off campus and issued a trespass warning.,2011-11-09 13:15:00,2011
4091,NUPD was notified that a middle-aged man was approaching students on Forsyth Street asking them to make change for dollar bills. NUPD officers stopped him and subsequently issued a trespass ban after escorting him off campus. He has no affiliation with the university.,2011-11-09 16:30:00,2011
4092,"A student reported that between 3 and 4:30 p.m. she left her laundry in the 22nd floor laundry room of International Village (INV). When she returned, some of her laundry was missing.",2011-11-09 17:45:00,2011
4093,A student reported his cell phone was taken after he accidentally left it in the men’s room in Snell Library library for 15 minutes.,2011-11-09 22:30:00,2011
4094,"A faculty member reported that two days earlier she left her wallet unattended in a Meserve Hall office for 10 minutes. When she returned, the wallet, which contained credit cards and $20 cash, was missing. As she was reporting it missing to an NUPD officer, a second faculty member approached and mentioned that her purse, which contained credit cards and $40, had been stolen that same afternoon between 1 and 4 p.m.",2011-11-10 09:00:00,2011
4095,"A student reported a young man in his early twenties stole his wallet off the table where he was sitting in the first floor of Curry Student Center (CSC), and then ran outside through Snell Library Quad towards Ruggles Station. The student gave a detailed description of the man which was verified using video surveillance recorded in CSC. NUPD found and arrested the man on the platform of the Orange Line. He changed his story several times without admitting that he stole the wallet. However, NUPD found the student’s ID in the man’s pocket, and money in his sock. The man, Eric Brown, 21, of Dorchester, used to be a part-time student.",2011-11-10 17:45:00,2011
4096,"An officer found an 18-year-old student vomiting from intoxication on Hemenway Street outside Smith Hall. She was with her friend, a 21-year-old student, who admitted they were drinking off campus. The student was evaluated and allowed to return to her dorm. She was reported to the Office of Student Conduct and Conflict Resolution (OSCCR).",2011-11-11 00:15:00,2011
4097,"An officer observed an intoxicated 18-year-old student being held up by two other 18-year-old students as they walked on Speare Place. She was evaluated and allowed to return to her dorm. The woman gave a fake name and claimed not to be in possession of an ID, but was able to sign into her residence hall. NUPD then learned the students’ names and visited their rooms. None of them answered their doors and all three were reported to OSCCR.",2011-11-11 02:00:00,2011
4098,A student locked his bike at 11 a.m. outside the Marino Center. When he returned for it at 4:30 p.m. both the bike and cable lock were gone.,2011-11-11 16:30:00,2011
4099,"A student reported her 19-year-old roommate was very sick and vomiting from intoxication on the third floor of West Village F. She was evaluated and allowed to remain on campus, and she was reported to OSCCR.",2011-11-12 01:15:00,2011
4100,A Resident Assistant (RA) reported an 18-year-old student was intoxicated on the 4th floor of Kennedy Hall. She was evaluated and allowed to remain on campus and reported to OSCCR.,2011-11-12 01:20:00,2011
4101,"A student reported her 23-year-old former boyfriend called and harassed her repeatedly before arriving at the door of her dorm in INV at 2 a.m. He left before NUPD arrived, but he was contacted and issued a trespass ban. The student who signed him in was reported to OSCCR.",2011-11-12 03:30:00,2011
4102,"A student reported that around 1 a.m., she dropped her wallet somewhere near St. Stephen  Street. She realized it was missing later the next morning and when she called to cancel her credit cards, she learned one had already been used at restaurant nearby.",2011-11-12 16:00:00,2011
4103,"A student reported that a man was trying to give away CDs outside Ruggles, but then was asking for money. An officer questioned the man and discovered that he was wanted by Chelsea District Court for selling drugs. Carlos Searcy, 27, of Everett, was arrested and issued a trespass ban. He has no affiliation with the university.",2011-11-12 19:15:00,2011
4104,A student walking on Hemenway Street reported a 20-year-old student crying and vomiting from intoxication outside. She said she watched the woman for some time before calling and observed no one stopping to help her. The intoxicated student was taken to Beth Israel Deaconess Medical Center and was reported to OSCCR.,2011-11-12 23:45:00,2011
4105,"A student reported a 19-year-old friend was vomiting from intoxication and bleeding from a scalp wound in Loftman Hall. She was taken to Beth Israel Deaconess Medical Center, and was referred to OSCCR.",2011-11-13 02:00:00,2011
4106,A student reported her purse was stolen while attending a party at Harvard University.,2011-11-13 03:15:00,2011
4107,"An officer standing in the INV concourse looked outside and saw a man approach the bike rack, pull out a small set of bolt cutters and steal a bike. He rode out of sight on Ruggles Street before the officer was able to arrest him.",2011-11-13 12:30:00,2011
4108,"A faculty member reported she left her purse unattended in Behrakis Health Sciences Center for 10 minutes. When she returned, her change purse – which contained keys, IDs, an iPod, a Charlie Card and $30 – was missing. About an hour later, a person found the change purse near Hemenway Street and turned it into an NUPD officer. The iPod, Charlie Card and $30 were missing.",2011-11-14 12:30:00,2011
4109,"A student left her backpack, containing her laptop, in the first floor corridor of the Mugar Life Sciences Building at 12:30 p.m. She returned after eating in CSC for an hour and it was missing. She told NUPD she leaves it there all the time.",2011-11-14 14:00:00,2011
4110,"A staff member reported she borrowed an office chair from a colleague in a different building. She left it outside CSC to go into Starbucks in afterHOURS. When she emerged a few minutes later, it was gone.",2011-11-14 14:45:00,2011
4111,A student reported her wallet was stolen from Shillman Hall. It contained $30 and credit cards.,2011-11-14 16:45:00,2011
4112,"An employee reported her shoulder bag, containing her licence, glasses, credit cards and $60, was stolen. She believed she left it hanging over the back of a chair in the CSC food court between 5:15 and 5:45 p.m., but she may have left it in Snell Library earlier.",2011-11-14 17:45:00,2011
4113,"An NUPD detective observed two middle-aged men loitering in Snell Quad. They fit the description of men who were recently stealing phones from campus. They were kept under surveillance over the next half hour, during which time they engaged several students in conversation. There was no incident and they eventually left. The officer then approached students who had spoken with the man and identified a pattern of conversation where the men asked for cigarettes. This was similar again to previous thefts on campus. Officers found the men in Ruggles Station and questioned them. One was very cooperative, while the other became loud, offensive and difficult immediately. Dini Varris, 37, of Boston, was arrested for disorderly conduct. He resisted, shoving and kicking officers. Both were issued trespass bans. Neither is affiliated with the university.",2011-11-14 18:30:00,2011
4114,"An officer patrolling on a bike saw two middle-aged men loitering around the bike racks in Snell Quad. He radioed for back up, and kept them under surveillance. Within minutes, one of the men took a bike off the rack and the two rode off (the other was already on a bike). The officer pursued them outbound on Huntington Avenue. One of the men rode towards the Museum of Fine Arts, while the other attempted a U-turn before losing control and falling in the street. Both were apprehended by officers, and a set of bolt cutters were recovered from some bushes. Other officers outside Snell Library were engaging students before someone identified the bike as his. Tyrone Davis, 40, of Boston, was arrested for theft. His accomplice will be summonsed to court as a conspirator.",2011-11-14 19:30:00,2011
4115,An RA in West Village E reported the odor of marijuana on the seventh floor. Officers identified the source as the dorm of a 19-year-old student. Another 19-year-old student was also present. They confiscated a small amount of marijuana and some paraphernalia. Both will be reported to OSCCR.,2011-11-14 21:15:00,2011
4116,"An RA in Stetson East reported the odor of marijuana on the first floor. NUPD identified the source, a room with a towel underneath the door, and knocked. The resident, an 18-year-old student, opened, revealing a joint and paraphernalia on his desk. Three other 18-year-old students were in the room. They claimed they had not been smoking, but were just preparing to go smoke outside. One of the guests went down the hall to his dorm and retrieved a pipe which he turned over to the officers. All four were reported to OSCCR.",2011-11-14 21:15:00,2011
4117,"An RA from White Hall reported the odor of marijuana on the third floor. NUPD knocked on several doors before finding an 18-year-old student under the influence. He had paraphernalia in his room, including a scale. The student called his roommate, who returned to the room and turned over more than an ounce of marijuana. They admitted it was jointly purchased and owned. The students were cooperative and not arrested on the scene. However, they will be summonsed to court.",2011-11-14 22:45:00,2011
4118,Northeastern University Division of Public Safety (NUPD) detectives visited an 18-year-old student’s room in White Hall as part of an ongoing drug investigation. Officers found marijuana paraphernalia and a small amount of marijuana. Both were confiscated and the student was reported to the Office of Student Conduct and Conflict Resolution (OSCCR).,2011-11-01 17:30:00,2011
4119,"A student reported she left a video camera that she signed out from the university unattended in the Qdoba restaurant on Huntington Avenue for five minutes. The camera was gone when she returned. The next day, NUPD officers discovered that a Qdoba staff member had found the camera and put it in a lost and found area in the back of the restaurant. The camera was returned to the university.",2011-11-01 21:15:00,2011
4120,"A student reported he left his laptop unattended on the third floor of Snell Library for several hours earlier that evening. When he went to retrieve it, it was gone.",2011-11-01 21:45:00,2011
4121,"A student reported to NUPD and Boston Police Department (BPD) officers that while she was walking on Park Drive a thief ran up to her and snatched her cell phone out of her hands. Similar instances have occurred close to campus. Two instances of cell phone theft occurred at Ruggles Station over the weekend, at 9 p.m. Saturday and noon Sunday.",2011-11-01 23:15:00,2011
4122,"A caller reported seeing a man tampering with a bicycle on a sidewalk in front of Davenport Commons B. An NUPD officer responded and apprehended the 29-year-old Boston man, who was cutting the cable on a locked bike. He was approached before his wire cutters had completely cut through the cable. The man was found to also be experiencing a medical emergency at the time and was taken to a hospital by ambulance. He will be summonsed to court for attempting to steal the bike. NUPD asks people who have had their bike cable damaged in the same area and want to assist with the investigation to contact the department through the non-emergency number.",2011-11-02 11:00:00,2011
4123,A student reported his laptop was stolen after he left it for about half an hour on the second floor of Ell Hall.,2011-11-02 16:00:00,2011
4124,"A student reported his bicycle was stolen from Centennial Common near the Behrakis Health Sciences Center. He had parked it around 1:30 p.m. and discovered at 4:30 p.m. that, although the bike was missing, the cable lock he had locked it with was cut in half and hanging on the bike rack.",2011-11-02 17:00:00,2011
4125,"An NUPD officer found two intoxicated people outside 98 Hemenway St. The people, a 23-year-old man and a woman are Berklee College students. The male did not need hospitalization, but the female was taken to the Boston Medical Center. The Berklee College Public Safety Department was notified and will be giving its own report to the Berklee dean.",2011-11-02 22:30:00,2011
4126,Staff in Ryder Hall discovered two ceiling projectors missing from two classrooms. They were last known to be mounted on the ceiling two days earlier.,2011-11-03 08:30:00,2011
4127,A staff member who attended a workshop in the Curry Student Center (CSC) on Nov. 2 reported she left two cell phones outside the ballroom between 1 and 2 p.m. Both cell phones were missing an hour later.,2011-11-03 10:00:00,2011
4128,"A student reported she locked her bike outside West Village A at 9 a.m. and at about 6:30 p.m. discovered it missing, along with the cable it had been locked with.",2011-11-03 18:30:00,2011
4129,"A student reported he locked his bike at 5 p.m. in the Snell Quad. Around 7 p.m., he discovered both the bike and the cable lock missing.",2011-11-03 19:00:00,2011
4130,"A student working out in the Marino Center left the key to his locker on the floor of the room in which he was playing basketball in from about 5 to 6 p.m. He discovered the key missing, went to the staff desk and asked them to unlock his locker. He found both his wallet and cell phone were missing.",2011-11-04 18:00:00,2011
4131,"A Boston University student attending a dance production in Blackman Auditorium reported her purse, containing her iPod, was stolen. It was left unattended during the event.",2011-11-04 21:30:00,2011
4132,A student informed a Resident Assistant (RA) in Stetson West that a 19-year-old male student was intoxicated and vomiting in the second floor men’s room. Officers responded to the scene and the student was evaluated by EMTs. He was allowed to return to his room and was reported to OSCCR.,2011-11-05 02:45:00,2011
4133,"Officers were called to the lobby of Speare Hall, where there were two intoxicated women. One, a visitor, was evaluated and allowed to return to her host’s room for the night. The other, an 18-year-old student, was also allowed to return home, and she was reported to OSCCR.",2011-11-05 03:15:00,2011
4134,"A student reported that Nov. 3 she left her laptop unattended in the basement lounge in Dockser Hall at about 6 p.m. When she remembered she left it there, around 8 p.m., she discovered it was gone.",2011-11-05 13:30:00,2011
4135,"A student reported that on Friday night, she was in the INV dining hall and put her wallet under her chair. She left around 11:30 p.m. and forgot her wallet. She went back the next morning and it was gone. It was not in the university’s lost and found. The wallet contained her credit cards, driver’s license and $40 in cash.",2011-11-05 13:45:00,2011
4136,"Parking staff discovered a car with a broken window in the Camden Parking Lot. The window was broken with a rock that was on the seat. The owner of the car, a student, was contacted. He parked it at 6 p.m. the previous evening; an iPod was missing from the car.",2011-11-05 16:30:00,2011
4137,"NUPD was notified by Norton, Mass. police that a 19-year-old Northeastern student was arrested for shoplifting in a convenience store in their town. In the course of that arrest, it was discovered that the he was in possession of an ID card of a student from Wheaton College, also in Norton. The Norton Police went to Wheaton, where it was found that the Northeastern student was visiting the Wheaton student and left his backpack in that student’s room. In that backpack were stolen purses from two other Wheaton students who had reported them stolen earlier that night. The student will be charged with all three thefts and has was reported to OSCCR.",2011-11-05 22:30:00,2011
4138,"A student reported she had been at a party at 22 St. Cyprian St. and left her cell phone unattended in a part of the apartment and later discovered it missing. She didn’t know most of the people at the party and as she was reporting her phone missing, another student, a 20-year-old man, reported he was just robbed in the lobby of the building by two people who had left the same party. He was on his phone in the lobby when the two people leaving party, suspected of stealing the woman’s phone as well, grabbed the phone from his hand and threatened him. BPD was contacted and will take on the investigation of the private property.",2011-11-06 01:15:00,2011
4139,"A man who was visiting campus to attend a workshop in CSC reported that the previous evening, from 6 to 7 p.m., he had left a camera and his lenses unattended on the third floor. They were stolen.",2011-11-07 09:30:00,2011
4140,"Staff on the second floor of 716 Columbus Ave. reported a man acting strangely entered their office asking irrational questions. Officers located the man, a 59-year-old from Boston, with some bizarre behavioral traits. He was escorted off campus and issued a trespass warning.",2011-11-07 12:30:00,2011
4141,Less than an ounce of marijuana was confiscated from an 18-year-old student’s room on the first floor of Stetson East as result of an ongoing investigation. He has been reported to OSCCR.,2011-11-07 14:00:00,2011
4142,"As part of a second investigation, another 18-year-old in Stetson East, who lives on the second floor, was also found in possession of a small amount of marijuana, which was confiscated. He was reported to OSCCR.",2011-11-07 15:35:00,2011
4143,"Parking staff in the Renaissance Parking Garage discovered a car with a broken window. They contacted the 19-year-old male student owner, who parked it the night before. His portable navigation device was missing from its console dock.",2011-11-07 16:30:00,2011
4144,"A student reported he was in the CSC food court at 9 a.m. and left to go to class forgetting his iPhone on the table. After class, the student went back, but found the iPhone gone.",2011-11-07 18:45:00,2011
4145,"A student reported he was studying on the third floor of Snell Library between 1 and 3 p.m. Nov. 4. During that time, he left his backpack unattended several times, leaving his study table to do other things in the library. When he got home that evening, he discovered his electronic dictionary was missing from his backpack.",2011-11-07 19:30:00,2011
4146,"A student reported he was sitting on a bench in Centennial Common talking on his cell phone when two young men sat on the bench with him and told him calmly to give them his phone. The student was intimidated by them and their statements. He did turn over his phone, after which the two men ran into the Ruggles Station. The student ran into Ryder Hall and called for help. NUPD notified transit police and will be working with them on getting video of the thieves.",2011-11-08 10:45:00,2011
4147,A staff member reported a computer was taken from a fourth floor office in Richards Hall when the office was accidentally left unlocked for about a half an hour that morning.,2011-11-08 11:30:00,2011
4148,"A student reported at about 10 p.m. Nov. 4, she plugged her camera into an outlet in the basement of Speare Hall to charge it and left it unattended until about midnight. When she returned to unplug it, it was gone.",2011-11-08 13:30:00,2011
4149,"A graduate student reported he parked his bike on World Series Way at 8 a.m., and at about 2 p.m. discovered the bike missing but the U-bolt lock still locked to the bike rack. He presumes he didn’t lock the U-bolt around the right part of the bike.",2011-11-08 14:15:00,2011
4150,"An 18-year-old male student reported he lost his credit card sometime between Sunday and Tuesday at 4 p.m. He could not find it, and called to cancel it, during which he found out it had been used for pizza on Huntington Avenue at about 4 p.m. Tuesday. The student admits he has a habit of carrying it loose in his pocket so he assumes it fell out somewhere.",2011-11-08 16:45:00,2011
4151,A student reported his bike and cable lock missing from where he secured them Oct. 20 in Speare Place.,2011-10-26 15:00:00,2011
4152,"A part-time faculty member reported that at approximately 2:45 p.m., his laptop was stolen from Panera Bread on Huntington Avenue.",2011-10-26 15:30:00,2011
4153,An 18-year-old student was found vomiting on the first floor of Stetson West after drinking vodka. He was taken to Beth Israel Deaconess Medical Center by ambulance and reported to the Office of Student Conduct and Conflict Resolution (OSCCR).,2011-10-28 00:15:00,2011
4154,"NUPD and Boston Police Department (BPD) officers responded to a complaint about a loud party on Symphony Road. The party was hosted by two 19-year-old male students who were cooperative and closed the party. There was evidence that alcohol was consumed, but none was found at the scene. BPD yielded jurisdiction for disciplinary action to OSCCR.",2011-10-28 00:45:00,2011
4155,An 18-year-old student was found  lying in the hallway of the sixth floor of International Village (INV). She was semi-conscious and covered in vomit. The woman was was taken to Beth Israel Deaconess Medical Center by ambulance and reported to OSCCR.,2011-10-28 01:30:00,2011
4156,An officer saw an intoxicated 18-year-old student stumble and cut her knee before sitting down on the sidewalk outside Kennedy Hall. The officer escorted the woman to her residence hall and she will be reported to OSCCR.,2011-10-28 02:00:00,2011
4157,"A student living in INV reported that when she left for her 8 a.m. class, the door to her dorm did not secure behind her. When she returned at 9 a.m., she discovered her laptop missing. Her iPhone and a second laptop were still in the room.",2011-10-28 09:15:00,2011
4158,A graduate student reported his credit card was stolen from his wallet. His wallet was inside his backpack that he left unattended in his Snell Engineering Center office the previous afternoon at approximately 3 p.m. The credit card was used before he canceled it.,2011-10-28 09:30:00,2011
4159,A student reported he lost his wallet while rushing to his class in Shillman Hall at 9:45 a.m. after getting a coffee at Dunkin’ Donuts. He realized it was missing when he left class at 11:30 a.m. The wallet contained $100 and several credit cards.,2011-10-28 13:00:00,2011
4160,A visitor left his laptop unattended on a chair in the Curry Student Center food court. A food service staff member found the laptop and turned it in to the university’s lost and found.,2011-10-28 14:30:00,2011
4161,"A student reported that sometime in the past week he lost his passport, which he suspects fell out of an unzipped pocket of his backpack.",2011-10-28 14:30:00,2011
4162,"NUPD received several calls about a fight in an alley behind 10 Coventry St. Officers responded and found an intoxicated 18-year-old arguing with others, who then proceeded to assault two officers. The man, Adrian Aime of Boston, was arrested for disorderly conduct and assault. He had been fighting with family members who threw him out of their adjacent apartment on Tremont Street. The officers were not injured.",2011-10-28 22:30:00,2011
4163,"A student reported sitting on the front steps of 616 Columbus Ave. with a friend when they were approached by a persistent homeless man. They went inside but realized the student had left her purse on the steps. They went back outside, but both the man and the purse were gone.",2011-10-28 22:30:00,2011
4164,"An intoxicated 17-year-old was found vomiting on Huntington Avenue near the Marino Center. She was visiting friends at Northeastern, and admitted to drinking on campus. The female was taken to Beth Israel Deaconess Medical Center and the students were reported to OSCCR.",2011-10-28 23:30:00,2011
4165,"Officers were called to Speare Hall, where an 18-year-old student was intoxicated on the fourth floor. He was evaluated by EMTs and allowed to stay in his dorm, but he was reported to OSCCR.",2011-10-28 23:45:00,2011
4166,A resident assistant (RA) found a 19-year-old student vomiting on the 6th floor of West Village F. He was taken to Beth Israel Deaconness Medical Center and was reported to OSCCR.,2011-10-28 02:45:00,2011
4167,"A resident in INV reported a stranger approached him in the building’s lobby and asked the student to sign him in. The student felt intimidated and complied. After riding up the elevator and watching the man get off, he returned to the lobby and notified the proctor of what had happened. Several officers responded, searched the building, and spotted the man coming off the elevator less than ten minutes later. He claimed he was trying to visit a relative in the residence hall. The man, a 27-year-old Boston resident, was given a tresspass warning",2011-10-28 03:30:00,2011
4168,"After getting off the Orange Line at Ruggles Station, a student realized her cell phone was missing. The train was very crowded and she believes she was pick-pocketed.",2011-10-28 17:15:00,2011
